施設名,調査_年月日,郵便番号,全国地方公共団体コード,都道府県名,市区町村名,町丁目名,電話番号,施設URL,緯度,経度,駐車場の有無,駐車可能台数,車いす専用駐車場の有無,駐車可能台数2,エレベーターの有無,台数（Aタイプ）,定員数（Aタイプ）,奥行(cm)（Aタイプ）,入口幅(cm)（Aタイプ）,音声案内の有無（Aタイプ）,点字表示(エレベーター内)の有無（Aタイプ）,車いす利用者用パネル(ボタン)の有無（Aタイプ）,台数（Bタイプ）,定員数（Bタイプ）,奥行(cm)（Bタイプ）,入口幅(cm)（Bタイプ）,音声案内の有無（Bタイプ）,点字表示(エレベーター内)の有無（Bタイプ）,車いす利用者用パネル(ボタン)の有無（Bタイプ）,台数（Cタイプ）,定員数（Cタイプ）,奥行(cm)（Cタイプ）,入口幅(cm)（Cタイプ）,音声案内の有無（Cタイプ）,点字表示(エレベーター内)の有無（Cタイプ）,車いす利用者用パネル(ボタン)の有無（Cタイプ）,台数（Dタイプ）,定員数（Dタイプ）,奥行(cm)（Dタイプ）,入口幅(cm)（Dタイプ）,音声案内の有無（Dタイプ）,点字表示(エレベーター内)の有無（Dタイプ）,車いす利用者用パネル(ボタン)の有無（Dタイプ）,台数（Eタイプ）,定員数（Eタイプ）,奥行(cm)（Eタイプ）,入口幅(cm)（Eタイプ）,音声案内の有無（Eタイプ）,点字表示(エレベーター内)の有無（Eタイプ）,車いす利用者用パネル(ボタン)の有無（Eタイプ）,入口名称,自動ドアの有無,施設出入口付近スロープの有無,施設出入口の間口有効寸法(cm),施設出入口の段差の有無,段差の高さ(cm),階段の手すりの有無,点字ブロックの有無,敷地内道路の点字ブロックの有無,館内の点字ブロックの有無,点字や浮き出し文字による館内案内マップの有無,だれでもトイレの設置有無,施設内合計設置数,設置フロア階層,オストメイト対応トイレの有無,施設内合計設置数3,設置フロア階層4,エスカレーターの有無,車いす対応エスカレーターの有無（階段昇降機の有無）,可動式スロープの有無,補助犬のエサ用ボールの有無,個数,補助犬のマットの有無,枚数,補助犬専用トイレの有無,設置箇所数,筆談対応用備品の有無,個数5,聴覚障害者用　振動時計の有無,個数6,聴覚障害者用　タッチパネルの有無,個数7,フラッシュベル（聴覚障害者用アラートシステム）の貸出の可否,個数8,ベビーチェアの貸出の可否,台数,ベビーベッドの貸出の可否,台数9,ベビーカーの貸出の可否,台数10,車いすの貸出の可否,台数11,シャワーチェアの貸出の可否,台数12,移動式手すりの貸出の可否,個数13,点字や浮き出し文字による館内案内マップの貸出の可否,個数14,施設内おむつ交換台の有無,台数15,字幕対応テレビの有無,個数16,スタッフの手話対応の可否,対応可能日時（曜日や時間帯等）,スタッフの筆談対応の可否,対応可能日時（曜日や時間帯等）17,送迎車の有無,ノンステップ対応車の有無,（乗降車時における車いす使用者への対応）ドアマン・ベルスタッフ対応の可否,（乗降車時における車いす使用者への対応）乗降車用スロープの配備有無,傾斜型自動券売機の有無,ホームドアの有無,授乳室の有無,備考
辰巳の森海浜公園,2022/12/14,1350053,131083,東京都,江東区,辰巳二丁目１番35号,03-5569-8672,https://www.tptc.co.jp/park/03_01,35.649068,139.814384,有,,有,,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,無,有,6,,有,1,,無,無,無,無,,無,,無,,有,1,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,6,無,,無,,無,,無,無,無,無,無,無,有,東京2020大会終了後復旧工事を実施中のため、一部利用できないところあり。
春海橋公園,2022/12/14,1350061,131083,東京都,江東区,豊洲二丁目,03-5569-8672,https://www.tptc.co.jp/park/02_02,35.655333,139.789179,無,,無,,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,無,無,無,無,無,,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,無,無,無,無,無,無,
大井ふ頭中央海浜公園　スポーツの森,2022/12/8,1400003,131091,東京都,品川区,八潮四丁目1番19号,03-3790-2378,http://seaside-park.jp/park_ooisports/,35.5925,139.752319,有,290,有,6,有,1,9,90,120,無,無,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,無,有,無,有,4,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,無,,無,無,無,無,無,無,有,港湾局工事に伴い、園地や駐車場が一部利用できない場合があります。詳細は公園ホームページをご覧ください。
大井ふ頭中央海浜公園　なぎさの森,2022/12/8,1400003,131091,東京都,品川区,八潮四丁目２番１号,03-3790-2378,http://seaside-park.jp/park_nagisa/,35.593401,139.749841,無,,無,,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,無,無,無,無,有,4,,有,2,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,無,,無,無,無,無,無,無,無,
城南島海浜公園,2022/12/8,1430002,131113,東京都,大田区,城南島四丁目２番２号,03-3799-6402,http://seaside-park.jp/park_jonan/,35.579472,139.785182,有,275,有,6,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,無,無,無,無,有,3,,無,,,無,無,無,無,,無,,無,,有,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,無,,有,2,無,,無,,有,9:00～16：30（水曜、年末年始以外）,無,無,無,無,無,無,有,
みなとが丘ふ頭公園,2022/12/8,1400003,131091,東京都,品川区,八潮三丁目,03-3790-2378,http://seaside-park.jp/otherpark/#otherP03,35.596415,139.762907,有,16,無,,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,無,無,無,無,有,1,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,無,,無,無,無,無,無,無,無,
若洲海浜公園/若洲ゴルフリンクス,2022/12/14,1360083,131083,東京都,江東区,若洲三丁目１番２号,(若洲海浜公園) 03-3522-3225  (若洲ゴルフリンクス)  0570-072-562,https://www.tptc.co.jp/park/03_07 ,35.620004,139.838739,有,322,有,1,有,1,11,135,85,有,有,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,5,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,無,,無,無,無,無,無,無,無,"（若洲海浜公園）<a href=""https://www.tptc.co.jp/park/03_07"">https://www.tptc.co.jp/park/03_07</a> <br>（若洲ゴルフリンクス）<a href=""https://wakasu.golftk.com/"">https://wakasu.golftk.com/</a><br>施設詳細については直接施設へお問合わせください。"
東京港野鳥公園,2022/12/14,1430001,131113,東京都,大田区,東海三丁目1番,03-3799-5031,http://www.tptc.co.jp/park/03_08,35.583872,139.7603075,有,23,有,2,有,1,11,135,80,有,有,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,無,無,無,無,有,1,,有,1,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,有,2,無,,無,,無,,有,1,無,,無,,有,開園時間（休園日を除く）,無,無,無,無,無,無,有,
葛西海浜公園,2022/12/14,1340086,131237,東京都,江戸川区,臨海町六丁目地先,03-5696-4741,https://kasaikaihinpark.com/,35.639439,139.855377,無,,無,,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,無,無,無,無,有,2,,無,,,無,無,無,無,,無,,無,,有,2,無,,無,,無,,無,,無,,無,,有,1,無,,無,,無,,有,2,無,,無,,有,9：00～17：00 休園日なし（※悪天候等により閉園の場合あり）,無,無,無,無,無,無,無,おむつの交換をご希望の方は、葛西海浜公園管理事務所又は西なぎさ案内所までお越しください。 駐車場（障害者用含む）、ベビーカー貸出は隣接する葛西臨海公園にあります。
中藤公園,2024/4/1,2080003,132233,東京都,武蔵村山市,中央四丁目,(042)531-2325,https://sayamaparks.com/kouen/nakato/,35.8651012,136.7485553,無,,無,,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,無,,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,無,無,無,無,無,無,工事等のため対応状況が変更となる場合がございますので、詳細は各公園へお問合せください。 「住所」欄に記載のほかに、武蔵村山市中央五丁目、本庁四丁目にもございます。
高井戸公園,2024/12/4,1680082,131156,東京都,杉並区,久我山二丁目,(03)3331-1336,https://www.tokyo-park.or.jp/park/takaido/,35.6838955,139.6020239,有,,有,2,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,4,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,無,,有,5,無,,無,,有,,無,無,無,無,無,無,有,工事等のため対応状況が変更となる場合がございますので、詳細は各公園へお問合せください。
練馬城址公園,2024/12/4,1790074,131202,東京都,練馬区,春日町一丁目,(03)3825-5021,https://www.tokyo-park.or.jp/park/nerimajoshi/,,,無,,有,1,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,1,,無,,,無,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,無,,有,5,無,,無,,有,,無,無,無,無,無,無,有,工事等のため対応状況が変更となる場合がございますので、詳細は各公園へお問合せください。
明治公園,2024/4/1,1600013,131041,東京都,新宿区,霞ヶ丘町,(03)6434-7800,https://www.meiji-park.com/,,,無,,無,,有,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,無,2,,無,,,無,無,無,無,,無,,無,,有,あり,無,,無,,無,,無,,無,,無,不可,有,2,無,,無,,無,,有,4,無,,無,不可,有,可,無,無,無,無,無,無,有,工事等のため対応状況が変更となる場合がございますので、詳細は各公園へお問合せください。
